languageType,languageCode,languageName,tipSheetNumber,title
1,likhy,Likhy,1,"Sanu, capa laung laung nong hai vaeng nong aung saidi"
1,likhy,Likhy,2,Akahawi nang nung naw/ dong vaw
1,likhy,Likhy,3,Akatyi tei akahawi nang khai bau
1,likhy,Likhy,6,COVID-19 phying thui vaw di
1,likhy,Likhy,5,Alung tynhu nong khai. Alungkhe aha y saidi thung ying alawi heng sa bau
1,likhy,Likhy,4,Akahawi y sa saidi
2,hi,हिंदी,1,Tip Sheet Number 1
2,hi,हिंदी,2,Tip Sheet Number 2
2,hi,हिंदी,3,Tip Sheet Number 3
2,hi,हिंदी,4,Tip Sheet Number 4
2,hi,हिंदी,5,Tip Sheet Number 5
2,hi,हिंदी,6,Tip Sheet Number 6
2,hi,हिंदी,7,Tip Sheet Number 7
2,hi,हिंदी,8,Tip Sheet Number 8
2,hi,हिंदी,9,Tip Sheet Number 9
2,hi,हिंदी,10,Tip Sheet Number 10
2,hi,हिंदी,11,Tip Sheet Number 11
2,hi,हिंदी,12,Tip Sheet Number 12
1,mn,Монгол Хэл,1,Ганцаарчилсан уулзалт хий
1,mn,Монгол Хэл,2,Эергээр хүлээн ав
1,mn,Монгол Хэл,3,Зохион байгуул!
1,mn,Монгол Хэл,4,Муухай ааш
1,mn,Монгол Хэл,5,"Тайван байж, стрессээ хяна"
1,mn,Монгол Хэл,6,COVID-19 өвчний талаар ярих
2,am,ኣማርኛ,1,አንድ ለአንድ በግል የምንገናኝበት ጊዜ
2,am,ኣማርኛ,2,አ ንድ ለአንድ በግል የምንገናኝ በት ጊዜ
2,am,ኣማርኛ,3,መዋቅርን ማደራጀት
2,am,ኣማርኛ,4,መጥፎ ባህሪይ
2,am,ኣማርኛ,5,በመረጋጋት ጭንቀትን ተቆጣጠሩት
2,am,ኣማርኛ,6,ስለ ኮቪድ-19 መነጋገር
2,zh,中文（简体）,1,一对一时间
2,zh,中文（简体）,2,保持正能量
2,zh,中文（简体）,3,规律生活！
2,zh,中文（简体）,4,不良行为
2,zh,中文（简体）,5,保持冷静、管理压力
2,zh,中文（简体）,6,谈论 2019 冠状病毒病
2,zh,中文（简体）,7,确保孩子上网安全
2,zh,中文（简体）,8,财务压力下的家庭预算
2,zh,中文（简体）,9,和谐家庭
2,zh,中文（简体）,10,寓教于乐
2,zh,中文（简体）,11,当我们很生气时
2,zh,中文（简体）,12,在拥挤的家和社区中进行家庭教育
2,zh,中文（简体）,13,针对残疾儿童的家庭教育贴士
2,zh,中文（简体）,14,针对青少年的家庭教育贴士
2,zh,中文（简体）,15,家有新生儿
1,pt-br,Português Brasileiro,1,Tempo de Qualidade
1,pt-br,Português Brasileiro,2,Mantendo uma Atitude Positiva
1,pt-br,Português Brasileiro,3,Estruturação Total!
1,pt-br,Português Brasileiro,4,Mau Comportamento
1,pt-br,Português Brasileiro,5,Mantenha a Calma e Gerencie o Estresse
1,pt-br,Português Brasileiro,6,Conversando sobre a COVID-19
1,pt-br,Português Brasileiro,7,Mantendo crianças e adolescentes seguros em casa
1,pt-br,Português Brasileiro,8,Orçamento familiar em tempos de crise
1,pt-br,Português Brasileiro,9,Harmonia familiar em casa
1,pt-br,Português Brasileiro,10,Aprender brincando
1,pt-br,Português Brasileiro,11,Quando ficamos bravos
1,pt-br,Português Brasileiro,12,Casas ou Comunidades com muitos moradores
1,ch,Chichewa,1,Nthawi ya nokha ndi ana anu
1,ch,Chichewa,2,Kukhala Olimbikitsa
1,ch,Chichewa,3,Ndondomeko
1,ch,Chichewa,4,Makhalidwe oyipa
1,ch,Chichewa,5,Dekhani ndi kuchotsa nkhawa
1,ch,Chichewa,6,Kukambapo zokhudza COVID-19
1,he,Hebrew,1,זמן איכות אחד-על-אחד
1,he,Hebrew,2,שימוש במילים חיוביות
1,he,Hebrew,3,שמירה על סדר יום קבוע
1,he,Hebrew,4,התנהגות בעייתית
1,he,Hebrew,5,והתמודדות עם לחץ
1,he,Hebrew,6,על וירוס הקורונה
1,maku,Markuy Htamathi Naga,1,Tip Sheet Number 1
1,maku,Markuy Htamathi Naga,2,Tip Sheet Number 2
1,maku,Markuy Htamathi Naga,3,Tip Sheet Number 3
1,maku,Markuy Htamathi Naga,4,Tip Sheet Number 4
1,maku,Markuy Htamathi Naga,5,Tip Sheet Number 5
1,maku,Markuy Htamathi Naga,6,Tip Sheet Number 6
1,nl,Nederlands,1,Eén-op-Eén Tijd
1,nl,Nederlands,2,Hou Het Positief
1,nl,Nederlands,3,Creëer Structuur
1,nl,Nederlands,4,Lastig Gedrag
1,nl,Nederlands,5,Blijf Rustig en Hou Stress Onder Controle
1,nl,Nederlands,6,Praten over COVID-19
1,fil,Filipino,1,One-on-One Time
1,fil,Filipino,2,Manatiling Positibo
1,fil,Filipino,3,Pananatili ng Istruktura at Regular na Gawain
1,fil,Filipino,4,Negatibong Kilos
1,fil,Filipino,5,Manatiling Kalmado at Pangasiwaan ang Stress
1,fil,Filipino,6,Pakikipag-usap Tungkol sa COVID-19
1,fil,Filipino,7,Pagiging Ligtas ng mga Bata sa Internet
1,fil,Filipino,8,Pagbabudget ng Pamilya Kapag Stressed sa Gastos
1,fil,Filipino,9,Pagkakasundo ng pamilya sa tahanan
1,fil,Filipino,10,Pagkatuto sa pamamagitan ng laro
1,fil,Filipino,11,Kapag Nagagalit Tayo
1,fil,Filipino,12,Pag-aalaga ng anak sa masikip na tahanan at komunidad
1,fil,Filipino,13,Mga Tips para sa mga Batang may Kapansanan
1,fil,Filipino,14,Mga Tip para sa Pagpapalaki ng Teenager
1,fil,Filipino,15,Pagpapalaki ng Sanggol
1,fi,Suomi,1,Yhteinen aika
1,fi,Suomi,2,Pidä yllä positiivisuutta
1,fi,Suomi,3,Luo rutiini!
1,fi,Suomi,4,Huono käytös
1,fi,Suomi,5,Pysy rauhallisena ja hallitse stressiä
1,fi,Suomi,6,Pandemiasta keskusteleminen
1,khong,Khong so chin,1,Kxp tahi tama si kham ning petjok mih
1,khong,Khong so chin,2,Kijok hnai dei bah
1,khong,Khong so chin,3,Ni hai kaham hnaipxng pyty bah
1,khong,Khong so chin,4,Nohnai mih viek sai
1,khong,Khong so chin,5,Ra-ui hüm ty hnai mah bah. Ra-ui phiei hmu si di hümmih py hra bah
1,khong,Khong so chin,6,COVID-19 hlongsai txr mih
1,luo,Dholuo,1,Tam pi lanyado acel acel
1,luo,Dholuo,2,Bed calo gin mo maractutwal peke
1,luo,Dholuo,3,Jang tic mapat pat
1,luo,Dholuo,4,Tim Maracu
1,luo,Dholuo,5,bed mot dok bene ma wii opye
1,luo,Dholuo,6,Nyamo lok ikom KORONA-19
1,da,Dansk,1,Tid sammen på tomandshånd
1,da,Dansk,2,Hold det positivt
1,da,Dansk,3,Skab struktur
1,da,Dansk,4,Dårlig opførsel
1,da,Dansk,5,Hold dig rolig og hold styr på din stress
1,da,Dansk,6,Samtaler om COVID-19
1,da,Dansk,7,Online sikkerhed for børn
1,da,Dansk,8,Familiebudgetter
1,da,Dansk,9,Familieforhold
1,da,Dansk,10,Lær gennem leg
1,da,Dansk,11,Klar vreden
1,da,Dansk,12,Overfyldt hjem
2,bg,български език,1,Лично време с детето
2,bg,български език,2,Да бъдем позитивни
2,bg,български език,3,Структурирайте нещата!
2,bg,български език,4,Лошо поведение
2,bg,български език,5,Запазете спокойствие и контролирайте стреса
2,bg,български език,6,Да говорим за COVID-19
2,bg,български език,7,Да пазим децата в безопасност онлайн
2,bg,български език,8,Семейно планиране на финансите във времена на финансов стрес
2,bg,български език,9,Семейна хармония у дома 
2,bg,български език,10,Учене чрез игра
2,bg,български език,11,Защо се разгневяваме
2,bg,български език,12,Родителска грижа в пренаселени домове и общности
1,isl,Íslenska,1,Samverustundir með börnum
1,isl,Íslenska,2,Höldum í jákvaeðnina
1,isl,Íslenska,3,Daglegt skipulag
1,isl,Íslenska,4,Krefjandi hegðun
1,isl,Íslenska,5,Að halda ró sinni og takast á við streitu
1,isl,Íslenska,6,Að tala um COVID-19
1,teo,Ateso,1,Apak na idiope ka idiope
1,teo,Ateso,2,Aidar koipone kalo ebeitor
1,teo,Ateso,3,Eswamae!
1,teo,Ateso,4,Aswamiso nuarokok
1,teo,Ateso,5,Ekot ainapara kanu apedor aomisio
1,teo,Ateso,6,Einer nuikamunitos COVID- 19
1,teo,Ateso,7,Aidar idwe oyuara kotoma olago
1,teo,Ateso,8,Eipone lo ebeitor aitwasam ikapun okale kapak kana ikidiokototor ikapun
1,teo,Ateso,9,Ajanara najokan kotoma ore
1,teo,Ateso,10,Aisisiaun kotoma abolia
1,teo,Ateso,11,Ne ikadakina oni
1,teo,Ateso,12,Eidare lo ekale kotoma oreria idunyudunya keda lu ipu itunga
1,lit,Lietuvių,1,Laikas pabūti dviese
1,lit,Lietuvių,2,Pozityvumo išsaugojimas
1,lit,Lietuvių,3,Įdiekite struktūrą
1,lit,Lietuvių,4,Netinkamas elgesys
1,lit,Lietuvių,5,Išlikite ramūs ir suvaldykite stresą
1,lit,Lietuvių,6,Kaip kalbėtis apie COVID-19
1,lit,Lietuvių,7,Vaikų apsauga internete
1,lit,Lietuvių,8,Šeimos biudžetas finansiškai sunkiais laikais
1,lit,Lietuvių,9,Darni šeima namuose
1,lit,Lietuvių,10,Mokymasis žaidžiant
1,lit,Lietuvių,11,Kai supykstame
1,lit,Lietuvių,12,Vaikų auginimas ankštuose namuose ir bendruomenėse
2,arm,Հայերեն,1,Ժամանակ երկուսով
2,arm,Հայերեն,2,Պահպանեք դրական տրամադրվածություն
2,arm,Հայերեն,3,Կազմակերպեք
2,arm,Հայերեն,4,Վատ վարք
2,arm,Հայերեն,5,Պահպանեք հանգստություն ու կառավարեք սթրեսը
2,arm,Հայերեն,6,Խոսել կորոնավիրուս-19-ի մասին
2,bn,বাংলা,1,শিশুর সাথে একান্তে সময় কাটানো
2,bn,বাংলা,2,ইতিবাচক থাকুন
2,bn,বাংলা,3,রুটিন তৈরি করুন
2,bn,বাংলা,4,মন্দ বা খারাপ আচরণ
2,bn,বাংলা,5,শান্ত থাকুন এবং চাপ নিয়ন্ত্রণ করুন
2,bn,বাংলা,6,কোভিড-১৯'এর কথা।
2,bn,বাংলা,7,অনলাইনে শিশুদের নিরাপদ রাখুন!
2,bn,বাংলা,8,আর্থিক সংকটকালীন সময়ে পরিবারের জন্য বাজেট তৈরি
2,bn,বাংলা,9,পারিবারিক সম্প্রীতি
2,bn,বাংলা,10,খেলার মাধ্যমে শেখা
2,bn,বাংলা,11,যখন আমরা রাগ হই
2,bn,বাংলা,12,জনাকীর্ণ বাড়ি বা কমিউনিটিতে শিশুদের পরিচর্যা বা যত্ন (প্যারেন্টিং)
2,bn,বাংলা,13,বিশেষ চাহিদাসম্পন্ন শিশুদের পরিচর্যা বা যত্ন (প্যারেন্টিং)
2,bn,বাংলা,14,কিশোর বয়সী ছেলেমেয়দের পরিচর্যা বা যত্ন (প্যারেন্টিং)
2,bn,বাংলা,15,কোভিড-১৯ এর সময় পরিবারের নতুন শিশুর যত্ন
2,zh-hant,中文（繁体）,1,親子時間
2,zh-hant,中文（繁体）,2,保持正面
2,zh-hant,中文（繁体）,3,規律生活！
2,zh-hant,中文（繁体）,4,不良行為
2,zh-hant,中文（繁体）,5,保持冷靜、管理壓力
2,zh-hant,中文（繁体）,6,談論新型冠狀肺炎
1,hr,Hrvatski,1,Zajedničko vrijeme jedan na jedan
1,hr,Hrvatski,2,Ostanite pozitivni
1,hr,Hrvatski,3,Napravite strukturu dana
1,hr,Hrvatski,4,Nepoželjno ponašanje
1,hr,Hrvatski,5,Ostanite smireni i uspješno se nosite sa stresom
1,hr,Hrvatski,6,Razgovarati o COVID-19
1,hr,Hrvatski,7,Zaštita djece na internetu
1,hr,Hrvatski,8,Planiranje obiteljskog proračuna u vrijeme financijske nesigurnosti
1,hr,Hrvatski,9,Obiteljski sklad u domu
1,hr,Hrvatski,10,Učenje kroz igru
1,hr,Hrvatski,11,Što kad se razljutimo?
1,hr,Hrvatski,12,Roditeljstvo u obiteljima s mnogo članova i višečlanim zajednicama
2,fa,فارسی,1,زمان‌های تک نفره
2,fa,فارسی,2,مثبت‌ بمانید
2,fa,فارسی,3,ساختار جدیدی بسازیم!
2,fa,فارسی,4,رفتارهای بد
2,fa,فارسی,5,آرامش خود را حفظ کنید و استرس خود را مدیریت کنید
2,fa,فارسی,6,دربارة ویروس کرونا صحبت کنید
2,kn,ಕನ್ನಡ,1,ಗುಣಮಟ್ಟದ ಸಮಯ
2,kn,ಕನ್ನಡ,2,ಅದನ್ನು ಧನಾತ್ಮಕವಾಗಿರಿಸಿ
2,kn,ಕನ್ನಡ,3,ವಿನ್ಯಾಸಗೊಳಿಸಿ!
2,kn,ಕನ್ನಡ,4,ಕೆಟ್ಟ ನಡವಳಿಕೆ
2,kn,ಕನ್ನಡ,5,ಶಾಂತವಾಗಿರಿ ಮತ್ತು ಒತ್ತಡವನ್ನು ನಿರ್ವಹಿಸಿ
2,kn,ಕನ್ನಡ,6,ಕೊ ವಿಡ್-19 ಕುರಿತು ಮಾತನಾಡುತ್ತಿದ್ದಾರೆ
2,kn,ಕನ್ನಡ,7,ಮಕ್ಕಳನ್ನು ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ಸುರಕ್ಷಿತವಾಗಿರಿಸುವುದು
2,kn,ಕನ್ನಡ,8,ಟೈಮ್ಸ್ ಆಫ್ ಫೈನಾನ್ಷಿಯಲ್ ಸ್ಟ್ರೆಸ್‌ನಲ್ಲಿ ಕುಟುಂಬ ಬಜೆಟ್
2,kn,ಕನ್ನಡ,9,ಮನೆಯಲ್ಲಿ ಕುಟುಂಬ ಸಾಮರಸ್ಯ
2,kn,ಕನ್ನಡ,10,ಆಟದ ಮೂಲಕ ಕಲಿಕೆ
2,kn,ಕನ್ನಡ,11,ನಾವು ಕೋಪಗೊಂಡಾಗ
2,kn,ಕನ್ನಡ,12,ಜನತುಂಬಿರುವ ಮನೆಗಳು ಮತ್ತು ಸಮುದಾಯಗಳಲ್ಲಿ ಪಾಲನೆ
2,km,ភាសាខ្មែរ,1,ការអប់រំកជាេពលេវលាមូនកំ ុ􀀂ងអ
2,km,ភាសាខ្មែរ,2,រក􀀁ភាព􀀂ជ􀀃មាន
2,km,ភាសាខ្មែរ,3,ផ􀀂ការអបល់ ់រំកូនកុ􀀃ក
2,km,ភាសាខ្មែរ,4,ឥរ􀀁យាបទគួរែកលម􀀂រ
2,km,ភាសាខ្មែរ,5,រក􀀅ភាពេស􀀆􀀇មសា􀀆 ត់ ន􀀈ង្រគប់្រគងភាពតាន􀀁ង
2,km,ភាសាខ្មែរ,6,ការអបន􀀂យាយព􀀃ជ់រំកូនកួចុ􀀄ំ
2,km,ភាសាខ្មែរ,7,Tip Sheet Number 7
2,km,ភាសាខ្មែរ,8,Tip Sheet Number 8
2,km,ភាសាខ្មែរ,9,Tip Sheet Number 9
2,km,ភាសាខ្មែរ,10,Tip Sheet Number 10
2,km,ភាសាខ្មែរ,11,Tip Sheet Number 11
2,km,ភាសាខ្មែរ,12,Tip Sheet Number 12
2,ko,조선말,1,아이와 둘만의 시간 갖기
2,ko,조선말,2,긍정적으로 생각하기
2,ko,조선말,3,규칙 만들기
2,ko,조선말,4,말썽 부리는 자녀 대처하기
2,ko,조선말,5,육아 스트레스 관리하기
2,ko,조선말,6,COVID-19에 대해 자녀와 대회하기
1,lhi,Ladhof,1,Tip Sheet Number 1
1,lhi,Ladhof,2,Tip Sheet Number 2
1,lhi,Ladhof,3,Tip Sheet Number 3
1,lhi,Ladhof,4,Tip Sheet Number 4
1,lhi,Ladhof,5,Tip Sheet Number 5
1,lhi,Ladhof,6,Tip Sheet Number 6
2,mr,मराठी,1,वन-ऑन-वन टाइम
2,mr,मराठी,2,Tip Sheet Number 2
2,mr,मराठी,3,Tip Sheet Number 3
2,mr,मराठी,4,वाईट वत णूक
2,mr,मराठी,5,Tip Sheet Number 5
2,mr,मराठी,6,कोिवड -१. बोलत आहे ब ल बोलत आहे
1,cnr,crnogorski,1,Vrijeme jedan na jedan
1,cnr,crnogorski,2,Ostanite pozitivni.
1,cnr,crnogorski,3,Strukturišite dan!
1,cnr,crnogorski,4,Loše ponašanje
1,cnr,crnogorski,5,Budite smireni i kontrolišite stres.
1,cnr,crnogorski,6,Razgovor o COVID-u-19
1,cnr,crnogorski,7,Bezbjednost djece na internetu
1,cnr,crnogorski,8,Porodično budžetiranje u vrijeme pojačanog finansijskog pritiska
1,cnr,crnogorski,9,Porodični sklad kod kuće
1,cnr,crnogorski,10,Učenje kroz igru
1,cnr,crnogorski,11,Kad se naljutimo
1,cnr,crnogorski,12,Roditeljstvo u prepunom domu
1,cnr,crnogorski,13,Savjeti za roditelje djece sa smetnjama u razvoju
1,cnr,crnogorski,14,Savjeti za roditelje tinejdžera
1,cnr,crnogorski,15,Stigla je beba - savjeti za roditelje
1,tly,kam tai lue,1,Tip Sheet Number 1
1,tly,kam tai lue,2,Tip Sheet Number 2
1,tly,kam tai lue,3,Tip Sheet Number 3
1,tly,kam tai lue,4,Tip Sheet Number 4
1,tly,kam tai lue,5,Tip Sheet Number 5
1,tly,kam tai lue,6,Tip Sheet Number 6
2,ta,தமிழ்,1,xUtNuhnlhUtUf;fhd Neuk;
2,ta,தமிழ்,2,Neu;kiwahf my;yJ cWjpahf
2,ta,தமிழ்,3,fl;likg;Gf;Fs; nfhz;LthUq;fs;
2,ta,தமிழ்,4,Ju; elj;ij
2,ta,தமிழ்,5,mikjpahf
2,ta,தமிழ்,6,COVID 19 gw;wpa Ngr;R
2,te,తెలుగు,1,సమయాన్ని సద్విని యోగం చేసుకోండిసమయాన్ని చేసుకోండి
2,te,తెలుగు,2,సానుకూలంగా ఉంచడంసానుకూలంగా ఉంచడం
2,te,తెలుగు,3,నిర్మా ణాత్మకంగా రూపొందించుకోండి!
2,te,తెలుగు,4,చెడు ప్రవర్తనచెడు ప్రవర్తన
2,te,తెలుగు,5,ప్రశాంతంగా ఉంటూ ఒత్తి త్తిడిని జయిం చండిప్రశాంతంగా చండి
2,te,తెలుగు,6,COVID-19 గురించి చర్చిం చడం
2,th,ภาษาไทย,1,การใช้เวลาตามลำพังกับลูก
2,th,ภาษาไทย,2,ทำสถานการณ์ให้เป็นเชิงบวกไว้เสมอ
2,th,ภาษาไทย,3,สร้างตารางกจกรรม
2,th,ภาษาไทย,4,เมื่อลูกงอแง
2,th,ภาษาไทย,5,รักษาอารมณ์ให้สงบและจัดการกับความเครียด
2,th,ภาษาไทย,6,คุยกับลูกเรื่อง โควิด 19
2,th,ภาษาไทย,7,การปกป้ อง เด็ก ให้ปลอดภัยบนโลกออนไลน์
2,th,ภาษาไทย,8,การวางแผนการใช้จ่ายในครอบครัวในสถานการณ์ ตึงเครียดทางการเงิน
2,th,ภาษาไทย,9,ความกลม เกลียว ในครอบครัว
2,th,ภาษาไทย,10,การเรียนรู้ผ่านการเล่น
2,th,ภาษาไทย,11,Tip Sheet Number 11
2,th,ภาษาไทย,12,Tip Sheet Number 12
2,ur,اُردُو,1,
2,ur,اُردُو,2,سوچ کو مثبت رکھیں
2,ur,اُردُو,3,ﺑﺎﻗﺎﺋدﮔﯽ اﺧﺗﯾﺎر ﮐرﯾں
2,ur,اُردُو,4,ﺑرا ر وﯾه
2,ur,اُردُو,5,ﭘرﺳﮑون رﮨﯾں اور ذﮨﻧﯽ دﺑﺎؤ ﭘر ﻗﺎﺑو رﮐﮭﯾں
2,ur,اُردُو,6,ﮐووﯾڈ-19 ﮐﮯ ﺑﺎرے ﻣﯾں ﮔﻔﺗﮕو ﮐرﯾں
2,ur,اُردُو,7,بچوں کو آن لائن محفوظ رکھنا
2,ur,اُردُو,8,معاشی تناؤ کے اوقات میں فیملی کا بجٹ
2,ur,اُردُو,9,گھر میں خاندانی ہم آہنگی
2,ur,اُردُو,10,کھیل کے ذریعے سیکھنا
2,ur,اُردُو,11,جب ہم ناراض ہوجاتے ہیں
2,ur,اُردُو,12,بھیڑ بھاڑ والے گھروں اور معاشروں میں والدین بننا
1,zu,isiZulu,1,Isikhathi-esisodwa / ukuchitha isikhathi ndawonye (spending time together)
1,zu,isiZulu,2,Ukugcina ingqondo enhle
1,zu,isiZulu,3,Sakhiwo PheisiZulu!
1,zu,isiZulu,4,Ukuziphatha Okubi
1,zu,isiZulu,5,Gcina Ukuthula futhi uphathe ukuxineka
1,zu,isiZulu,6,Ukukhuluma nge-COVID-19
1,zu,isiZulu,14,Amathiphu abazali babantwana asebekhulile/intsha (amathineja)
2,asm, অসমীয়া,1,Tip Sheet Number 1
2,asm, অসমীয়া,2,Tip Sheet Number 2
2,asm, অসমীয়া,3,Tip Sheet Number 3
2,asm, অসমীয়া,4,Tip Sheet Number 4
2,asm, অসমীয়া,5,Tip Sheet Number 5
2,asm, অসমীয়া,6,Tip Sheet Number 6
2,sin,සිංහල,1,ld
2,sin,සිංහල,2,Okd;aulj isàu
2,sin,සිංහල,3,iels<a
2,sin,සිංහල,4,whym;a yeisÍu
2,sin,සිංහල,5,ikaiqkaj isg wd;;sh l<ukdlrKh lr.kak
2,sin,සිංහල,6,COVID - 19 .ek l:dny lsÍu
2,bur,မြန်မာစာ မြန်မာစကား,1,တစ်ယောက်ချင်းစီ တွေ့တဲ့အချိန်
2,bur,မြန်မာစာ မြန်မာစကား,2,အကောင်းမြင်စိတ်ရှိပါ။
2,bur,မြန်မာစာ မြန်မာစကား,3,ဖြဲ.စည္းတည္ေဆာက္ပါ။
2,bur,မြန်မာစာ မြန်မာစကား,4,ဆိုုး၀ါးေသာ အျပဳအမူ၊ အက်င့္
2,bur,မြန်မာစာ မြန်မာစကား,5,စိတ်ကိုတည်ငြိမ်အောင်ထားပါ။ စိတ်ဖိစီးမှုကို ဖြေရှင်းဖို့ကြိုးစားပါ။
2,bur,မြန်မာစာ မြန်မာစကား,6,ကိုဗစ်နိုင်တင်း အကြောင်းပြောဆိုဆွေးနွေးခြင်း
2,bur,မြန်မာစာ မြန်မာစကား,7,Tip Sheet Number 7
2,bur,မြန်မာစာ မြန်မာစကား,8,Tip Sheet Number 8
2,bur,မြန်မာစာ မြန်မာစကား,9,Tip Sheet Number 9
2,bur,မြန်မာစာ မြန်မာစကား,10,Tip Sheet Number 10
2,bur,မြန်မာစာ မြန်မာစကား,11,Tip Sheet Number 11
2,bur,မြန်မာစာ မြန်မာစကား,12,Tip Sheet Number 12
2,el,Ελληνικά,1,Χρόνος Ένας-προς-Ένα
2,el,Ελληνικά,2,Να είστε θετικοί
2,el,Ελληνικά,3,Αποκτήστε καινούργιες συνήθειες!
2,el,Ελληνικά,4,Κακή συμπεριφορά
2,el,Ελληνικά,5,Να είστε Ήρεμοι και να Διαχειρίζεστε το άγχος
2,el,Ελληνικά,6,Μιλώντας για τον κορωνοϊό
2,el,Ελληνικά,7,Κρατήστε τα παιδιά ασφαλή στο διαδίκτυο
2,el,Ελληνικά,8,Οικογενειακός προϋπολογισμούς σε καιρούς οικονομικών δυσκολιών
2,el,Ελληνικά,9,Οικογενειακή αρμονία στο σπίτι
2,el,Ελληνικά,10,Μαθαίνοντας μέσα από το παιχνίδι
2,el,Ελληνικά,11,Όταν θυμώνουμε
2,el,Ελληνικά,12,Γονείς που ζουν σε σπίτια ή κοινότητες με συνωστισμό
1,ghe,Gheba,1,Tip Sheet Number 1
1,ghe,Gheba,2,Tip Sheet Number 2
1,ghe,Gheba,3,Tip Sheet Number 3
1,ghe,Gheba,4,Tip Sheet Number 4
1,ghe,Gheba,5,Tip Sheet Number 5
1,ghe,Gheba,6,Tip Sheet Number 6
1,ga,Gaeilge,1,Am ar leith le gach gasúr
1,ga,Gaeilge,2,Coinnigh dearfach!
1,ga,Gaeilge,3,Leag amach struchtúr!
1,ga,Gaeilge,4,Nuair a bhíonn gasúir dána
1,ga,Gaeilge,5,Tip Sheet Number 5
1,ga,Gaeilge,6,Ag labhairt faoi Covid-19
1,lemi,Lemi,1,Nade qütä tähang kätü py pa
1,lemi,Lemi,2,Hawi saite mi hai kheng pa
1,lemi,Lemi,3,Käni qütä äly äly sa hethang aerü rüng
1,lemi,Lemi,4,Kähawi y sa lang saite
1,lemi,Lemi,5,Bälungbi mawngphi y rung khytä awng hai nang te phüng
1,lemi,Lemi,6,COVID 19 phüng thui pa hethang
1,lisu,Lisu,1,Tip Sheet Number 1
1,lisu,Lisu,2,Tip Sheet Number 2
1,lisu,Lisu,3,Tip Sheet Number 3
1,lisu,Lisu,4,Tip Sheet Number 4
1,lisu,Lisu,5,Tip Sheet Number 5
1,lisu,Lisu,6,Tip Sheet Number 6
2,nep,नेपाली,1,एक - मा - एक ( बालबालिका सँग प्रत्यक्ष ) बिताउने समय
2,nep,नेपाली,2,सकारात्मक बनाउँदै
2,nep,नेपाली,3,संरचना / तालिका मिलाउनु होस्
2,nep,नेपाली,4,खराब बानी
2,nep,नेपाली,5,शान्त (धैर्य) रहनु होस् र तनावलाई व्यवस्थापन गर्नुहोस् ।
2,nep,नेपाली,6,COVID - 19 बारे जानकारी दिने
2,nep,नेपाली,7,बालबालिकालाई अनलाइनमा सुरक्षित राख्नुहोस् ।
2,nep,नेपाली,8,आर्थिक तनावको बेला पारिवारिक बजेट
2,nep,नेपाली,9,घरमा पारिवारिक सहिष्णुता ( मेलमिलाप )
2,nep,नेपाली,10,खेलबाट सिकाई
2,nep,नेपाली,11,जब हामी क्रोधित हुन्छौँ
2,nep,नेपाली,12,खचाखच घरहरू र समुदायहरू भएको बेला अभिभावकको जिम्मेवारी
1,nag,Naga,1,Tip Sheet Number 1
1,nag,Naga,2,Tip Sheet Number 2
1,nag,Naga,3,Tip Sheet Number 3
1,nag,Naga,4,Tip Sheet Number 4
1,nag,Naga,5,Tip Sheet Number 5
1,nag,Naga,6,Tip Sheet Number 6
1,tpi,Tok Pisin,1,Taim blong toktok long wan wan
1,tpi,Tok Pisin,2,Stap wantaim Stretpela tingting
1,tpi,Tok Pisin,3,Stap redi gut
1,tpi,Tok Pisin,4,Bikhet Pasin
1,tpi,Tok Pisin,5,Stap Isi na No ken tingting planti
1,tpi,Tok Pisin,6,Toktok blong COVID-19
1,ark,Arkha,1,Htiv ghav saiˇ -iv htiv ghav Mawˇ dzoeˇ yamv
1,ark,Arkha,2,Mˇ pyeu^ ma lehˇ noev -awˇ Mˇ -awv
1,ark,Arkha,3,Gaˇ kawˆ kawˆ htav yawv
1,ark,Arkha,4,Mav muiv -eu mˇ jev shaˇ kawˆ
1,ark,Arkha,5,Shav zahv na^ ngeh Chiv chuˇ ni jawˇ -awv
1,ark,Arkha,6,Kawˇ viˆ 19 gaˇ kawˆ Dzawˇ mehv -eu
1,bis,Bislama,1,Tip Sheet Number 1
1,bis,Bislama,2,Tip Sheet Number 2
1,bis,Bislama,3,Tip Sheet Number 3
1,bis,Bislama,4,Tip Sheet Number 4
1,bis,Bislama,5,Tip Sheet Number 5
1,bis,Bislama,6,Tip Sheet Number 6
1,sot,Sesotho,1,Nako ea hoba 'moho
1,sot,Sesotho,2,Ha re itlatseng ka matla
1,sot,Sesotho,3,Tlhatlhamano ea lietsahala
1,sot,Sesotho,4,Boitsoaro bo sa amoheleeng
1,sot,Sesotho,5,Theola moea u ພາສາລາວle khathello ea maikutlo
1,sot,Sesotho,6,Ho bua ka kokoana hloko ea corona
1,sot,Sesotho,7,Ho Boloka Bana ba Bolokehile ho Marangrang
1,sot,Sesotho,8,Bajete ya Lelapa Nakong ya Kgatello ya Ditjhelete
1,sot,Sesotho,9,Kgotso Lapeng ka Tlung
1,sot,Sesotho,10,Ho ithuta ka ho bapala
1,sot,Sesotho,11,Ha Re Kgena
1,sot,Sesotho,12,Botswadi Malapeng le Metseng e Pakellaneng
1,bcl,Bikol Naga,1,One-on-One Time
